"sector","Variable","year","value","group","value0","USAGDPDEFAISMEI","label","scaled"
472,"Total Employement",2017,792.161112686249,"Extrapolated",792.164536941055,102.758144170279,"Coastal Employment [thousands]",0.792161112686249
472,"Total Industry Output",2012,22243254.041761,"Extrapolated",22243254.0417605,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.0281602580222125
472,"Total Industry Output",2015,39234805.8388364,"Extrapolated",39234805.838836,100,"Coastal Industry Output [billion 2022$]",0.0475631199701397
472,"Total Industry Output",2018,87457663.5302867,"Extrapolated",87457663.5302862,105.112221863417,"Coastal Industry Output [billion 2022$]",0.100865694178469
472,"Total Industry Output",2011,16012205.2406763,"Extrapolated",16012205.2406759,94.0042733837922,"Coastal Industry Output [billion 2022$]",0.0206491594854062
472,"Total Industry Output",2013,25100343.9848171,"Extrapolated",25100343.9848167,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.0312456084197826
472,"Total Industry Output",2014,32531902.7268131,"Extrapolated",32531902.7268127,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.0398033974837327
472,"Total Industry Output",2016,62156285.9573682,"Extrapolated",62156285.9573678,100.950322501374,"Coastal Industry Output [billion 2022$]",0.0746407805950669
472,"Total Industry Output",2017,74416296.3455396,"Extrapolated",74416296.3455392,102.758144170279,"Coastal Industry Output [billion 2022$]",0.0877911275001147
473,"Total Industry Output",2018,7583035.74666552,"As recorded",7583035.74666552,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00874558196152457
473,"Total Employement",2018,140.038996591,"As recorded",140.038996591,105.112221863417,"Coastal Employment [thousands]",0.140038996591
473,"Total Personal Income",2018,3867328.11125757,"As recorded",3867328.11125757,105.112221863417,"Coastal Personal Income [billion 2022$]",0.0044602235963326
473,"Total Industry Output",2019,4439794.11672825,"As recorded",4439794.11672825,106.876538692045,"Coastal Industry Output [billion 2022$]",0.00503592528792338
473,"Total Employement",2019,71.319844986,"As recorded",71.319844986,106.876538692045,"Coastal Employment [thousands]",0.071319844986
473,"Total Personal Income",2019,2766786.62226902,"As recorded",2766786.62226902,106.876538692045,"Coastal Personal Income [billion 2022$]",0.00313828307147727
473,"Total Industry Output",2020,5162618.52661699,"As recorded",5162618.52661699,108.287966074286,"Coastal Industry Output [billion 2022$]",0.00577947868323438
473,"Total Employement",2020,82.015477934,"As recorded",82.015477934,108.287966074286,"Coastal Employment [thousands]",0.082015477934
473,"Total Personal Income",2020,3178989.80651841,"As recorded",3178989.80651841,108.287966074286,"Coastal Personal Income [billion 2022$]",0.00355883428656738
473,"Total Industry Output",2021,9585170.65719501,"As recorded",9585170.65719501,113.252692384595,"Coastal Industry Output [billion 2022$]",0.0102600656928716
473,"Total Employement",2021,119.030920084,"As recorded",119.030920084,113.252692384595,"Coastal Employment [thousands]",0.119030920084
473,"Total Personal Income",2021,5604230.75774109,"As recorded",5604230.75774109,113.252692384595,"Coastal Personal Income [billion 2022$]",0.00599882649864701
473,"Total Industry Output",2022,8347952.53783343,"As recorded",8347952.53783343,121.226851906731,"Coastal Industry Output [billion 2022$]",0.00834795253783343
473,"Total Employement",2022,99.655785871,"As recorded",99.655785871,121.226851906731,"Coastal Employment [thousands]",0.099655785871
473,"Total Personal Income",2022,5308003.73927224,"As recorded",5308003.73927224,121.226851906731,"Coastal Personal Income [billion 2022$]",0.00530800373927224
473,"Total Personal Income",2012,3637143.07528929,"Extrapolated",3637143.07528929,95.7547924993229,"Coastal Personal Income [billion 2022$]",0.00460467192756754
473,"Total Personal Income",2015,3853188.9201213,"Extrapolated",3853188.92012129,100,"Coastal Personal Income [billion 2022$]",0.00467109962588201
473,"Total Personal Income",2018,3867328.11125757,"Extrapolated",3867328.11125757,105.112221863417,"Coastal Personal Income [billion 2022$]",0.0044602235963326
473,"Total Personal Income",2011,3638251.43018585,"Extrapolated",3638251.43018584,94.0042733837922,"Coastal Personal Income [billion 2022$]",0.00469184805594845
473,"Total Personal Income",2013,4098349.30544859,"Extrapolated",4098349.30544858,97.3844273465615,"Coastal Personal Income [billion 2022$]",0.0051017395475932
473,"Total Personal Income",2014,4240934.39050627,"Extrapolated",4240934.39050626,99.0804906972909,"Coastal Personal Income [billion 2022$]",0.0051888633341026
473,"Total Personal Income",2016,3512962.59981486,"Extrapolated",3512962.59981486,100.950322501374,"Coastal Personal Income [billion 2022$]",0.00421856400543787
473,"Total Personal Income",2017,3650737.75168092,"Extrapolated",3650737.75168091,102.758144170279,"Coastal Personal Income [billion 2022$]",0.00430688436762699
473,"Total Employement",2012,142.175568752526,"Extrapolated",141.801225571188,95.7547924993229,"Coastal Employment [thousands]",0.142175568752526
473,"Total Employement",2015,134.393582343066,"Extrapolated",134.019239161728,100,"Coastal Employment [thousands]",0.134393582343066
473,"Total Employement",2018,140.038996591,"Extrapolated",139.664653409662,105.112221863417,"Coastal Employment [thousands]",0.140038996591
473,"Total Employement",2011,158.234992825937,"Extrapolated",157.860649644599,94.0042733837922,"Coastal Employment [thousands]",0.158234992825937
473,"Total Employement",2013,144.886607137434,"Extrapolated",144.512263956097,97.3844273465615,"Coastal Employment [thousands]",0.144886607137434
473,"Total Employement",2014,154.27010589814,"Extrapolated",153.895762716802,99.0804906972909,"Coastal Employment [thousands]",0.15427010589814
473,"Total Employement",2016,137.992915908549,"Extrapolated",137.618572727211,100.950322501374,"Coastal Employment [thousands]",0.137992915908549
473,"Total Employement",2017,141.609479436909,"Extrapolated",141.235136255571,102.758144170279,"Coastal Employment [thousands]",0.141609479436909
473,"Total Industry Output",2012,6790781.7965066,"Extrapolated",6790781.7965066,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.00859722085640624
473,"Total Industry Output",2015,6763581.23050555,"Extrapolated",6763581.23050555,100,"Coastal Industry Output [billion 2022$]",0.00819927660189642
473,"Total Industry Output",2018,7583035.74666552,"Extrapolated",7583035.74666551,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00874558196152457
473,"Total Industry Output",2011,7189859.66501562,"Extrapolated",7189859.66501562,94.0042733837922,"Coastal Industry Output [billion 2022$]",0.00927196202328505
473,"Total Industry Output",2013,7174207.32598836,"Extrapolated",7174207.32598836,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.00893065341916275
473,"Total Industry Output",2014,7535499.09922249,"Extrapolated",7535499.09922249,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.00921982548648931
473,"Total Industry Output",2016,6768607.3413479,"Extrapolated",6768607.3413479,100.950322501374,"Coastal Industry Output [billion 2022$]",0.00812812618576059
473,"Total Industry Output",2017,7177011.43868784,"Extrapolated",7177011.43868784,102.758144170279,"Coastal Industry Output [billion 2022$]",0.00846693476060626
474,"Total Industry Output",2018,14120110.8653769,"As recorded",14120110.8653769,105.112221863417,"Coastal Industry Output [billion 2022$]",0.016284848312006
474,"Total Employement",2018,82.041110064,"As recorded",82.041110064,105.112221863417,"Coastal Employment [thousands]",0.082041110064
474,"Total Personal Income",2018,3940008.38137175,"As recorded",3940008.38137175,105.112221863417,"Coastal Personal Income [billion 2022$]",0.00454404639244019
474,"Total Industry Output",2019,14150592.4182279,"As recorded",14150592.4182279,106.876538692045,"Coastal Industry Output [billion 2022$]",0.0160505925104843
474,"Total Employement",2019,93.729603951,"As recorded",93.729603951,106.876538692045,"Coastal Employment [thousands]",0.093729603951
474,"Total Personal Income",2019,4364219.3185415,"As recorded",4364219.3185415,106.876538692045,"Coastal Personal Income [billion 2022$]",0.00495020306132634
474,"Total Industry Output",2020,12265834.4526662,"As recorded",12265834.4526662,108.287966074286,"Coastal Industry Output [billion 2022$]",0.0137314288060946
474,"Total Employement",2020,75.155094702,"As recorded",75.155094702,108.287966074286,"Coastal Employment [thousands]",0.075155094702
474,"Total Personal Income",2020,3106711.31468405,"As recorded",3106711.31468405,108.287966074286,"Coastal Personal Income [billion 2022$]",0.00347791953358702
474,"Total Industry Output",2021,6640621.77211409,"As recorded",6640621.77211409,113.252692384595,"Coastal Industry Output [billion 2022$]",0.00710819014706435
474,"Total Employement",2021,69.15569076,"As recorded",69.15569076,113.252692384595,"Coastal Employment [thousands]",0.06915569076
474,"Total Personal Income",2021,3285275.12065547,"As recorded",3285275.12065547,113.252692384595,"Coastal Personal Income [billion 2022$]",0.00351659242830276
474,"Total Industry Output",2022,21592366.3620473,"As recorded",21592366.3620473,121.226851906731,"Coastal Industry Output [billion 2022$]",0.0215923663620473
474,"Total Employement",2022,73.470533004,"As recorded",73.470533004,121.226851906731,"Coastal Employment [thousands]",0.073470533004
474,"Total Personal Income",2022,3552512.86538506,"As recorded",3552512.86538506,121.226851906731,"Coastal Personal Income [billion 2022$]",0.00355251286538506
474,"Total Personal Income",2012,1946227.92072847,"Extrapolated",1946227.92072845,95.7547924993229,"Coastal Personal Income [billion 2022$]",0.00246395065734765
474,"Total Personal Income",2015,2688416.86252795,"Extrapolated",2688416.86252794,100,"Coastal Personal Income [billion 2022$]",0.00325908312857234
474,"Total Personal Income",2018,3940008.38137175,"Extrapolated",3940008.38137174,105.112221863417,"Coastal Personal Income [billion 2022$]",0.00454404639244019
474,"Total Personal Income",2011,1578665.476581,"Extrapolated",1578665.47658099,94.0042733837922,"Coastal Personal Income [billion 2022$]",0.00203582921340628
474,"Total Personal Income",2013,2431950.10768569,"Extrapolated",2431950.10768568,97.3844273465615,"Coastal Personal Income [billion 2022$]",0.00302735933846801
474,"Total Personal Income",2014,2407224.15611139,"Extrapolated",2407224.15611138,99.0804906972909,"Coastal Personal Income [billion 2022$]",0.00294528422523446
474,"Total Personal Income",2016,2969161.2318289,"Extrapolated",2969161.23182889,100.950322501374,"Coastal Personal Income [billion 2022$]",0.00356553659284477
474,"Total Personal Income",2017,3315683.08137004,"Extrapolated",3315683.08137003,102.758144170279,"Coastal Personal Income [billion 2022$]",0.00391161036548922
474,"Total Employement",2012,53.9012023757812,"Extrapolated",53.8983724114589,95.7547924993229,"Coastal Employment [thousands]",0.0539012023757812
474,"Total Employement",2015,70.6199040074691,"Extrapolated",70.6170740431467,100,"Coastal Employment [thousands]",0.0706199040074691
474,"Total Employement",2018,82.041110064,"Extrapolated",82.0382800996777,105.112221863417,"Coastal Employment [thousands]",0.082041110064
474,"Total Employement",2011,45.7849348915127,"Extrapolated",45.7821049271904,94.0042733837922,"Coastal Employment [thousands]",0.0457849348915127
474,"Total Employement",2013,62.9146800458791,"Extrapolated",62.9118500815568,97.3844273465615,"Coastal Employment [thousands]",0.0629146800458791
474,"Total Employement",2014,57.4368918650332,"Extrapolated",57.4340619007109,99.0804906972909,"Coastal Employment [thousands]",0.0574368918650332
474,"Total Employement",2016,84.6031862450926,"Extrapolated",84.6003562807703,100.950322501374,"Coastal Employment [thousands]",0.0846031862450926
474,"Total Employement",2017,84.8709675314016,"Extrapolated",84.8681375670793,102.758144170279,"Coastal Employment [thousands]",0.0848709675314016
474,"Total Industry Output",2012,6765408.90418312,"Extrapolated",6765408.90418311,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.00856509843433357
474,"Total Industry Output",2015,9812176.42990028,"Extrapolated",9812176.42990028,100,"Coastal Industry Output [billion 2022$]",0.0118949925895024
474,"Total Industry Output",2018,14120110.8653769,"Extrapolated",14120110.8653769,105.112221863417,"Coastal Industry Output [billion 2022$]",0.016284848312006
474,"Total Industry Output",2011,5661146.69432002,"Extrapolated",5661146.69432001,94.0042733837922,"Coastal Industry Output [billion 2022$]",0.00730055099870533
474,"Total Industry Output",2013,8235770.43826727,"Extrapolated",8235770.43826727,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.0102521167958884
474,"Total Industry Output",2014,8101453.5998924,"Extrapolated",8101453.59989239,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.00991228150841468
474,"Total Industry Output",2016,11271675.5645529,"Extrapolated",11271675.5645529,100.950322501374,"Coastal Industry Output [billion 2022$]",0.0135356649740884
474,"Total Industry Output",2017,12722148.077198,"Extrapolated",12722148.077198,102.758144170279,"Coastal Industry Output [billion 2022$]",0.0150086980778313
475,"Total Industry Output",2018,834066.985044474,"As recorded",834066.985044474,105.112221863417,"Coastal Industry Output [billion 2022$]",0.000961936805100213
475,"Total Employement",2018,11.858227794,"As recorded",11.858227794,105.112221863417,"Coastal Employment [thousands]",0.011858227794
475,"Total Personal Income",2018,614055.915481136,"As recorded",614055.915481136,105.112221863417,"Coastal Personal Income [billion 2022$]",0.000708196099452748
475,"Total Industry Output",2019,2356941.69289462,"As recorded",2356941.69289462,106.876538692045,"Coastal Industry Output [billion 2022$]",0.00267340826203799
475,"Total Employement",2019,41.426251852,"As recorded",41.426251852,106.876538692045,"Coastal Employment [thousands]",0.041426251852
475,"Total Personal Income",2019,1683646.9712338,"As recorded",1683646.9712338,106.876538692045,"Coastal Personal Income [billion 2022$]",0.00190971025580348
475,"Total Industry Output",2020,960660.161891757,"As recorded",960660.161891757,108.287966074286,"Coastal Industry Output [billion 2022$]",0.00107544551255546
475,"Total Employement",2020,14.813119457,"As recorded",14.813119457,108.287966074286,"Coastal Employment [thousands]",0.014813119457
475,"Total Personal Income",2020,642483.165917401,"As recorded",642483.165917401,108.287966074286,"Coastal Personal Income [billion 2022$]",0.00071925084966326
475,"Total Industry Output",2021,3210001.01691723,"As recorded",3210001.01691723,113.252692384595,"Coastal Industry Output [billion 2022$]",0.00343601825002805
475,"Total Employement",2021,48.012514309,"As recorded",48.012514309,113.252692384595,"Coastal Employment [thousands]",0.048012514309
475,"Total Personal Income",2021,1882519.07857171,"As recorded",1882519.07857171,113.252692384595,"Coastal Personal Income [billion 2022$]",0.00201506786942092
475,"Total Industry Output",2022,4494693.34731479,"As recorded",4494693.34731479,121.226851906731,"Coastal Industry Output [billion 2022$]",0.00449469334731479
475,"Total Employement",2022,67.269913403,"As recorded",67.269913403,121.226851906731,"Coastal Employment [thousands]",0.067269913403
475,"Total Personal Income",2022,3051884.74320431,"As recorded",3051884.74320431,121.226851906731,"Coastal Personal Income [billion 2022$]",0.00305188474320431
475,"Total Personal Income",2012,68897.725403268,"Extrapolated",68897.7254032667,95.7547924993229,"Coastal Personal Income [billion 2022$]",8.72254446609724e-05
475,"Total Personal Income",2015,66032.3681888297,"Extrapolated",66032.3681888284,100,"Coastal Personal Income [billion 2022$]",8.00489611947799e-05
475,"Total Personal Income",2018,614055.915481136,"Extrapolated",614055.915481135,105.112221863417,"Coastal Personal Income [billion 2022$]",0.000708196099452748
475,"Total Personal Income",2011,30321.7627157686,"Extrapolated",30321.7627157673,94.0042733837922,"Coastal Personal Income [billion 2022$]",3.91026035942881e-05
475,"Total Personal Income",2013,777604.516256596,"Extrapolated",777604.516256595,97.3844273465615,"Coastal Personal Income [billion 2022$]",0.000967983794768106
475,"Total Personal Income",2014,1462832.64243528,"Extrapolated",1462832.64243527,99.0804906972909,"Coastal Personal Income [billion 2022$]",0.00178980336957174
475,"Total Personal Income",2016,230004.43602117,"Extrapolated",230004.436021168,100.950322501374,"Coastal Personal Income [billion 2022$]",0.000276202324198122
475,"Total Personal Income",2017,91932.9744262702,"Extrapolated",91932.974426269,102.758144170279,"Coastal Personal Income [billion 2022$]",0.000108456075828413
475,"Total Employement",2012,13.1061212812311,"Extrapolated",24.0273595720631,95.7547924993229,"Coastal Employment [thousands]",0.0131061212812311
475,"Total Employement",2015,6.27156013006638,"Extrapolated",17.1927984208984,100,"Coastal Employment [thousands]",0.00627156013006638
475,"Total Employement",2018,11.858227794,"Extrapolated",22.779466084832,105.112221863417,"Coastal Employment [thousands]",0.011858227794
475,"Total Employement",2011,8.13607780527237,"Extrapolated",19.0573160961044,94.0042733837922,"Coastal Employment [thousands]",0.00813607780527237
475,"Total Employement",2013,23.1781988618234,"Extrapolated",34.0994371526554,97.3844273465615,"Coastal Employment [thousands]",0.0231781988618234
475,"Total Employement",2014,22.2443935605634,"Extrapolated",33.1656318513954,99.0804906972909,"Coastal Employment [thousands]",0.0222443935605634
475,"Total Employement",2016,3.25752425741087,"Extrapolated",14.1787625482429,100.950322501374,"Coastal Employment [thousands]",0.00325752425741087
475,"Total Employement",2017,4.25618830566286,"Extrapolated",15.1774265964948,102.758144170279,"Coastal Employment [thousands]",0.00425618830566286
475,"Total Industry Output",2012,279554.987287075,"Extrapolated",279554.987287073,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.000353920364287541
475,"Total Industry Output",2015,215885.538978317,"Extrapolated",215885.538978315,100,"Coastal Industry Output [billion 2022$]",0.000261711242625292
475,"Total Industry Output",2018,834066.985044474,"Extrapolated",834066.985044473,105.112221863417,"Coastal Industry Output [billion 2022$]",0.000961936805100213
475,"Total Industry Output",2011,156352.799191801,"Extrapolated",156352.7991918,94.0042733837922,"Coastal Industry Output [billion 2022$]",0.000201630808372328
475,"Total Industry Output",2013,1194344.26639975,"Extrapolated",1194344.26639975,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.00148675306158802
475,"Total Industry Output",2014,1624566.83330614,"Extrapolated",1624566.83330614,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.00198768820711115
475,"Total Industry Output",2016,395534.050862992,"Extrapolated",395534.050862991,100.950322501374,"Coastal Industry Output [billion 2022$]",0.000474979639687478
475,"Total Industry Output",2017,261665.955344924,"Extrapolated",261665.955344923,102.758144170279,"Coastal Industry Output [billion 2022$]",0.000308695143083434
476,"Total Industry Output",2018,39114493.7624354,"As recorded",39114493.7624354,105.112221863417,"Coastal Industry Output [billion 2022$]",0.0451110904011421
476,"Total Employement",2018,803.716088474,"As recorded",803.716088474,105.112221863417,"Coastal Employment [thousands]",0.803716088474
476,"Total Personal Income",2018,23911058.7420093,"As recorded",23911058.7420093,105.112221863417,"Coastal Personal Income [billion 2022$]",0.0275768347929819
476,"Total Industry Output",2019,53389323.5674463,"As recorded",53389323.5674463,106.876538692045,"Coastal Industry Output [billion 2022$]",0.0605579082249329
476,"Total Employement",2019,667.984344235,"As recorded",667.984344235,106.876538692045,"Coastal Employment [thousands]",0.667984344235
476,"Total Personal Income",2019,21821664.9351529,"As recorded",21821664.9351529,106.876538692045,"Coastal Personal Income [billion 2022$]",0.0247516599604192
476,"Total Industry Output",2020,64207014.9139724,"As recorded",64207014.9139724,108.287966074286,"Coastal Industry Output [billion 2022$]",0.0718788483201338
476,"Total Employement",2020,710.123455511,"As recorded",710.123455511,108.287966074286,"Coastal Employment [thousands]",0.710123455511
476,"Total Personal Income",2020,24820203.1048735,"As recorded",24820203.1048735,108.287966074286,"Coastal Personal Income [billion 2022$]",0.0277858675822334
476,"Total Industry Output",2021,78312538.6084168,"As recorded",78312538.6084168,113.252692384595,"Coastal Industry Output [billion 2022$]",0.0838265503488732
476,"Total Employement",2021,707.765924128,"As recorded",707.765924128,113.252692384595,"Coastal Employment [thousands]",0.707765924128
476,"Total Personal Income",2021,27333226.3212297,"As recorded",27333226.3212297,113.252692384595,"Coastal Personal Income [billion 2022$]",0.0292577678252847
476,"Total Industry Output",2022,75926146.0684921,"As recorded",75926146.0684921,121.226851906731,"Coastal Industry Output [billion 2022$]",0.0759261460684921
476,"Total Employement",2022,675.170082081,"As recorded",675.170082081,121.226851906731,"Coastal Employment [thousands]",0.675170082081
476,"Total Personal Income",2022,25788313.9768539,"As recorded",25788313.9768539,121.226851906731,"Coastal Personal Income [billion 2022$]",0.0257883139768539
476,"Total Personal Income",2012,11119079.907972,"Extrapolated",11119079.9079721,95.7547924993229,"Coastal Personal Income [billion 2022$]",0.0140769043319932
476,"Total Personal Income",2015,14580797.5404996,"Extrapolated",14580797.5404997,100,"Coastal Personal Income [billion 2022$]",0.0176758418412418
476,"Total Personal Income",2018,23911058.7420093,"Extrapolated",23911058.7420094,105.112221863417,"Coastal Personal Income [billion 2022$]",0.0275768347929819
476,"Total Personal Income",2011,10090084.720426,"Extrapolated",10090084.7204261,94.0042733837922,"Coastal Personal Income [billion 2022$]",0.0130120595809036
476,"Total Personal Income",2013,13245428.7225692,"Extrapolated",13245428.7225693,97.3844273465615,"Coastal Personal Income [billion 2022$]",0.0164882791832606
476,"Total Personal Income",2014,15046706.2592304,"Extrapolated",15046706.2592305,99.0804906972909,"Coastal Personal Income [billion 2022$]",0.0184099293264974
476,"Total Personal Income",2016,15562237.387175,"Extrapolated",15562237.3871751,100.950322501374,"Coastal Personal Income [billion 2022$]",0.0186880140679767
476,"Total Personal Income",2017,20900024.8735862,"Extrapolated",20900024.8735862,102.758144170279,"Coastal Personal Income [billion 2022$]",0.0246563835952385
476,"Total Employement",2012,583.181682930367,"Extrapolated",593.52335311375,95.7547924993229,"Coastal Employment [thousands]",0.583181682930367
476,"Total Employement",2015,651.72530573578,"Extrapolated",662.066975919164,100,"Coastal Employment [thousands]",0.65172530573578
476,"Total Employement",2018,803.716088474,"Extrapolated",814.057758657384,105.112221863417,"Coastal Employment [thousands]",0.803716088474
476,"Total Employement",2011,595.37960603042,"Extrapolated",605.721276213804,94.0042733837922,"Coastal Employment [thousands]",0.59537960603042
476,"Total Employement",2013,603.914719248399,"Extrapolated",614.256389431783,97.3844273465615,"Coastal Employment [thousands]",0.603914719248399
476,"Total Employement",2014,658.845532916308,"Extrapolated",669.187203099692,99.0804906972909,"Coastal Employment [thousands]",0.658845532916308
476,"Total Employement",2016,696.335941838891,"Extrapolated",706.677612022274,100.950322501374,"Coastal Employment [thousands]",0.696335941838891
476,"Total Employement",2017,799.043936627635,"Extrapolated",809.385606811019,102.758144170279,"Coastal Employment [thousands]",0.799043936627635
476,"Total Industry Output",2012,18651449.8328071,"Extrapolated",18651449.832807,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.0236129857076711
476,"Total Industry Output",2015,25795835.1266696,"Extrapolated",25795835.1266695,100,"Coastal Industry Output [billion 2022$]",0.0312714788471123
476,"Total Industry Output",2018,39114493.7624354,"Extrapolated",39114493.7624353,105.112221863417,"Coastal Industry Output [billion 2022$]",0.0451110904011421
476,"Total Industry Output",2011,18158854.6215556,"Extrapolated",18158854.6215555,94.0042733837922,"Coastal Industry Output [billion 2022$]",0.0234174543429078
476,"Total Industry Output",2013,21154454.6589059,"Extrapolated",21154454.6589058,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.0263336553079129
476,"Total Industry Output",2014,24645467.4969759,"Extrapolated",24645467.4969758,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.0301541950125782
476,"Total Industry Output",2016,28910679.5335784,"Extrapolated",28910679.5335783,100.950322501374,"Coastal Industry Output [billion 2022$]",0.0347175777104859
476,"Total Industry Output",2017,35125996.2316291,"Extrapolated",35125996.231629,102.758144170279,"Coastal Industry Output [billion 2022$]",0.0414391869143906
477,"Total Industry Output",2018,55171044.3181028,"As recorded",55171044.3181028,105.112221863417,"Coastal Industry Output [billion 2022$]",0.0636292516752335
477,"Total Employement",2018,932.649172268,"As recorded",932.649172268,105.112221863417,"Coastal Employment [thousands]",0.932649172268
477,"Total Personal Income",2018,31590263.6264736,"As recorded",31590263.6264736,105.112221863417,"Coastal Personal Income [billion 2022$]",0.0364333294687394
477,"Total Industry Output",2019,73843236.877828,"As recorded",73843236.877828,106.876538692045,"Coastal Industry Output [billion 2022$]",0.0837581685452582
477,"Total Employement",2019,917.820614509,"As recorded",917.820614509,106.876538692045,"Coastal Employment [thousands]",0.917820614509
477,"Total Personal Income",2019,33555496.6929609,"As recorded",33555496.6929609,106.876538692045,"Coastal Personal Income [billion 2022$]",0.0380609933483667
477,"Total Industry Output",2020,83021392.8722976,"As recorded",83021392.8722976,108.287966074286,"Coastal Industry Output [billion 2022$]",0.0929412792915172
477,"Total Employement",2020,950.0082417,"As recorded",950.0082417,108.287966074286,"Coastal Employment [thousands]",0.9500082417
477,"Total Personal Income",2020,35631800.1191882,"As recorded",35631800.1191882,108.287966074286,"Coastal Personal Income [billion 2022$]",0.039889298070811
477,"Total Industry Output",2021,107434981.352581,"As recorded",107434981.352581,113.252692384595,"Coastal Industry Output [billion 2022$]",0.114999513917104
477,"Total Employement",2021,1048.080645748,"As recorded",1048.080645748,113.252692384595,"Coastal Employment [thousands]",1.048080645748
477,"Total Personal Income",2021,45175544.9061123,"As recorded",45175544.9061123,113.252692384595,"Coastal Personal Income [billion 2022$]",0.0483563699619743
477,"Total Industry Output",2022,114404085.930645,"As recorded",114404085.930645,121.226851906731,"Coastal Industry Output [billion 2022$]",0.114404085930645
477,"Total Employement",2022,1076.408152073,"As recorded",1076.408152073,121.226851906731,"Coastal Employment [thousands]",1.076408152073
477,"Total Personal Income",2022,48213377.5773815,"As recorded",48213377.5773815,121.226851906731,"Coastal Personal Income [billion 2022$]",0.0482133775773815
477,"Total Personal Income",2012,19760545.2708158,"Extrapolated",19760545.2708157,95.7547924993229,"Coastal Personal Income [billion 2022$]",0.0250171154113083
477,"Total Personal Income",2015,24806347.7516582,"Extrapolated",24806347.7516581,100,"Coastal Personal Income [billion 2022$]",0.0300719544523714
477,"Total Personal Income",2018,31590263.6264736,"Extrapolated",31590263.6264735,105.112221863417,"Coastal Personal Income [billion 2022$]",0.0364333294687394
477,"Total Personal Income",2011,17315720.8523359,"Extrapolated",17315720.8523358,94.0042733837922,"Coastal Personal Income [billion 2022$]",0.022330158532839
477,"Total Personal Income",2013,22271781.5914692,"Extrapolated",22271781.5914691,97.3844273465615,"Coastal Personal Income [billion 2022$]",0.027724535043779
477,"Total Personal Income",2014,24075395.086134,"Extrapolated",24075395.086134,99.0804906972909,"Coastal Personal Income [billion 2022$]",0.0294567006497739
477,"Total Personal Income",2016,26337307.2054044,"Extrapolated",26337307.2054044,100.950322501374,"Coastal Personal Income [billion 2022$]",0.0316273267989628
477,"Total Personal Income",2017,29651851.2800833,"Extrapolated",29651851.2800832,102.758144170279,"Coastal Personal Income [billion 2022$]",0.0349811746106908
477,"Total Employement",2012,712.031259879882,"Extrapolated",736.803572623348,95.7547924993229,"Coastal Employment [thousands]",0.712031259879882
477,"Total Employement",2015,776.365249791898,"Extrapolated",801.137562535364,100,"Coastal Employment [thousands]",0.776365249791898
477,"Total Employement",2018,932.649172268,"Extrapolated",957.421485011466,105.112221863417,"Coastal Employment [thousands]",0.932649172268
477,"Total Employement",2011,683.589524022237,"Extrapolated",708.361836765704,94.0042733837922,"Coastal Employment [thousands]",0.683589524022237
477,"Total Employement",2013,740.992856731714,"Extrapolated",765.76516947518,97.3844273465615,"Coastal Employment [thousands]",0.740992856731714
477,"Total Employement",2014,773.663126343083,"Extrapolated",798.435439086549,99.0804906972909,"Coastal Employment [thousands]",0.773663126343083
477,"Total Employement",2016,848.944298882598,"Extrapolated",873.716611626064,100.950322501374,"Coastal Employment [thousands]",0.848944298882598
477,"Total Employement",2017,922.824099696653,"Extrapolated",947.596412440119,102.758144170279,"Coastal Employment [thousands]",0.922824099696653
477,"Total Industry Output",2012,32268739.4684768,"Extrapolated",32268739.4684766,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.040852657069771
477,"Total Industry Output",2015,41913860.9872355,"Extrapolated",41913860.9872354,100,"Coastal Industry Output [billion 2022$]",0.0508108541873891
477,"Total Industry Output",2018,55171044.3181028,"Extrapolated",55171044.3181027,105.112221863417,"Coastal Industry Output [billion 2022$]",0.0636292516752335
477,"Total Industry Output",2011,29556929.3158123,"Extrapolated",29556929.3158121,94.0042733837922,"Coastal Industry Output [billion 2022$]",0.038116283058292
477,"Total Industry Output",2013,35716014.9130205,"Extrapolated",35716014.9130204,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.0444602917379296
477,"Total Industry Output",2014,39668924.0623154,"Extrapolated",39668924.0623153,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.0485356778994349
477,"Total Industry Output",2016,46602957.4301241,"Extrapolated",46602957.430124,100.950322501374,"Coastal Industry Output [billion 2022$]",0.05596346478953
